IMAGE_FILE,DESCRIPTION,AUTHOR,TITLE,TECHNIQUE,DATE,TYPE,SCHOOL,TIMEFRAME
09017-11paris.jpg,"The painting is included in Liber Veritatis (LV 117).The painting, also called The Ford, is a pendant to Ulysses Returns Chryseis her Father.",CLAUDE LORRAIN,Landscape with Paris and Oenone,"Oil on canvas, 119 x 150 cm",1648,landscape,French,1651-1700
09020-00flock.jpg,This small painting is one of the few oil paintings known by Claude today that can be regarded as studies from nature.,CLAUDE LORRAIN,Flock of Sheep in the Campagna,"Oil on canvas, 35 x 45 cm",1656,landscape,French,1651-1700
09020-00flock.jpg,Otherwise Claude's studies of nature are recorded exclusively in drawings,CLAUDE LORRAIN,Flock of Sheep in the Campagna,"Oil on canvas, 35 x 45 cm",1656,landscape,French,1651-1700
09037-12sylvia.jpg,"Claude's very last picture, the Landscape with Ascanius Shooting the Stag of Sylvia is one of Claude's purest inspirations from the poetry of Virgil.In the painting the yellows have faded completely, leaving a bluish tinge over the whole, and the entire surface has been abraded.",CLAUDE LORRAIN,Landscape with Ascanius Shooting the Stag of Sylvia,"Oil on canvas, 120 x 150 cm",1682,landscape,French,1651-1700
09037-12sylvia.jpg,As a result the picture has an unnatural and ghostly feeling.,CLAUDE LORRAIN,Landscape with Ascanius Shooting the Stag of Sylvia,"Oil on canvas, 120 x 150 cm",1682,landscape,French,1651-1700
09037-12sylvia.jpg,"The composition is one of Claude's most calculated, with trees, distant landscape and figures in total harmony.",CLAUDE LORRAIN,Landscape with Ascanius Shooting the Stag of Sylvia,"Oil on canvas, 120 x 150 cm",1682,landscape,French,1651-1700
09037-12sylvia.jpg,"The Deruet-like figures are more.prominent than usual, with their bright blues and reds.",CLAUDE LORRAIN,Landscape with Ascanius Shooting the Stag of Sylvia,"Oil on canvas, 120 x 150 cm",1682,landscape,French,1651-1700
09037-12sylvia.jpg,"The story is a tragic one: Ascanius accidentally shoots the stag of Sylvia, which unleashes a brutal war of revenge.",CLAUDE LORRAIN,Landscape with Ascanius Shooting the Stag of Sylvia,"Oil on canvas, 120 x 150 cm",1682,landscape,French,1651-1700
09037-12sylvia.jpg,"It is fitting that Claude should have ended his career on this theme without depicting brutality, as it sums up his gentleness of temperament as an artist.The painting was executed for the Principe Colonna and was still in the collection in 1783",CLAUDE LORRAIN,Landscape with Ascanius Shooting the Stag of Sylvia,"Oil on canvas, 120 x 150 cm",1682,landscape,French,1651-1700
09052-sunshine.jpg,"As a result of their approach to Impressionism, Belgian artists occasionally juxtaposed native Flemish styles with imported Impressionist styles derived from the French.","CLAUS, Emile",Sunshine,"Oil on canvas, 81 x 117 cm",1899,landscape,Belgian,1851-1900
09052-sunshine.jpg,"One of the major exponents of the more French-oriented line was Emile Claus, who painted in the style of Monet.","CLAUS, Emile",Sunshine,"Oil on canvas, 81 x 117 cm",1899,landscape,Belgian,1851-1900
09052-sunshine.jpg,Paintings such as Sunshine and A Corner of My Garden show how intensely he grappled with the phenomenon of light and different atmospheric conditions.,"CLAUS, Emile",Sunshine,"Oil on canvas, 81 x 117 cm",1899,landscape,Belgian,1851-1900
09052-sunshine.jpg,"His subjects, frequently landscapes, recall Monet","CLAUS, Emile",Sunshine,"Oil on canvas, 81 x 117 cm",1899,landscape,Belgian,1851-1900
09084-holy_fam.jpg,The most popular devotional image by Joos van Cleve and his studio is a half-length composition of the Virgin presenting the Christ Child to the beholder on a stone parapet.,"CLEVE, Joos van",The Holy Family,"Oil on canvas transferred from wood, 43 x 32 cm",-,religious,Flemish,1501-1550
09084-holy_fam.jpg,In this example the Virgin-and-Child group is expanded into a Holy Family with the foster father Joseph.,"CLEVE, Joos van",The Holy Family,"Oil on canvas transferred from wood, 43 x 32 cm",-,religious,Flemish,1501-1550
09084-holy_fam.jpg,"The Christ Child stands upright on the stone parapet, lovingly embraced by the Virgin.","CLEVE, Joos van",The Holy Family,"Oil on canvas transferred from wood, 43 x 32 cm",-,religious,Flemish,1501-1550
09084-holy_fam.jpg,"To deepen the mother-child relationship, the painter has retained the well-known ""Maria lactans"" motif, interpreted here in a playful fashion","CLEVE, Joos van",The Holy Family,"Oil on canvas transferred from wood, 43 x 32 cm",-,religious,Flemish,1501-1550
09085-holyfami.jpg,Joos van Cleve and his pupils made several versions of this popular subject.,"CLEVE, Joos van",The Holy Family,"Panel, 53 x 40 cm",c. 1515,religious,Flemish,1501-1550
09085-holyfami.jpg,In this example the shallow picture space is opened up by the view through to a landscape,"CLEVE, Joos van",The Holy Family,"Panel, 53 x 40 cm",c. 1515,religious,Flemish,1501-1550
09099-virgin2.jpg,"Together with Gossaert and Heemskerck, Joos van Cleve was a leading figure among the Romanists - the artists who introduced Italian classicism to the Netherlands, contributing to the final demise of lingering Gothic tendencies","CLEVE, Joos van",Virgin and Child,"Wood, 75,5 x 54,5 cm",c. 1535,religious,Flemish,1501-1550
09131-dashwood.jpg,"The names of the two boys in the present work come from an inscription on the reverse, which identifies this as a portrait of the only sons of Sir Samuel Dashwood (1642-1705) and Anne Smith (died 1721)","CLOSTERMAN, John",Portrait of Thomas and George Dashwood,"Oil on canvas, 158 x 96 cm",-,portrait,German,1651-1700
09138-diane.jpg,"Only two signed paintings by François Clouet are known to exist, of which this, generally regarded as one of the great masterpieces of the French Renaissance art, is one.","CLOUET, François",A Lady in Her Bath,"Oil on wood, 92 x 81 cm",c. 1571,portrait,French,1551-1600
09138-diane.jpg,"The subject, shown seated in her bath, traditionally was believed to be the famous beauty, Diane de Poitiers (1499-1566), a favourite of Henry II and virtual ruler of France.","CLOUET, François",A Lady in Her Bath,"Oil on wood, 92 x 81 cm",c. 1571,portrait,French,1551-1600
09138-diane.jpg,"However, this identification is now rejected, and the dating, placed either in the 1550s or around 1571 is debated.","CLOUET, François",A Lady in Her Bath,"Oil on wood, 92 x 81 cm",c. 1571,portrait,French,1551-1600
09138-diane.jpg,Diane do Poitiers.,"CLOUET, François",A Lady in Her Bath,"Oil on wood, 92 x 81 cm",c. 1571,portrait,French,1551-1600
09138-diane.jpg,"Other candidates for the identity of the sitter are Mary Stuart (Mary, Queen of Scots) and Marie Touchet, mistress to Charles IX.This is the classic portrayal of a Royal mistress in her official role, cool, beautiful, aloof, bejewelled even in her bath, accompanied by the strappings of her state: fine rooms, a noble child in the arms of its leering, accomplice-nurse, the sly Love-child stealing the fruits, the flower of passion in her hand.Regarding the several influences, Titian's influence has been cited.","CLOUET, François",A Lady in Her Bath,"Oil on wood, 92 x 81 cm",c. 1571,portrait,French,1551-1600
09138-diane.jpg,The motif of the servant in the background performing a domestic chore is seen as deriving from the Venus of Urbino.,"CLOUET, François",A Lady in Her Bath,"Oil on wood, 92 x 81 cm",c. 1571,portrait,French,1551-1600
09138-diane.jpg,The painting also shows affinities to the highly polished surfaces and icy eroticism of Bronzino.,"CLOUET, François",A Lady in Her Bath,"Oil on wood, 92 x 81 cm",c. 1571,portrait,French,1551-1600
09138-diane.jpg,"The pose of the woman in the bathtub was derived from a composition by Leonardo, known as the Monna Vanna (now lost","CLOUET, François",A Lady in Her Bath,"Oil on wood, 92 x 81 cm",c. 1571,portrait,French,1551-1600
09141-gouffier.jpg,"Claude Gouffier (1501-1570) distinguished himself as a captain of Pavia, where he was captured along with the king.","CLOUET, François",Portrait of Claude Gouffier,Oil on panel,c. 1568,portrait,French,1551-1600
09141-gouffier.jpg,"In 1536 he was again taken prisoner, this time in Provence by the troops of Emperor Charles V. François I  named him grand equerry of France.","CLOUET, François",Portrait of Claude Gouffier,Oil on panel,c. 1568,portrait,French,1551-1600
09141-gouffier.jpg,"Responsible for organizing the royal jousts so dear to Henri II, he was a skilled, subtle, and prudent courtier.","CLOUET, François",Portrait of Claude Gouffier,Oil on panel,c. 1568,portrait,French,1551-1600
09141-gouffier.jpg,"His family at the Ch&#226;teau d'Orion had an art collection which included paintings, drawings, books of hours.This portrait shows Gouffier at the very end of his career as grand equerry","CLOUET, François",Portrait of Claude Gouffier,Oil on panel,c. 1568,portrait,French,1551-1600
09182-cristop.jpg,St Christopher is shown here crossing the water while a hermit holding a lantern stands on the opposite bank of the river.,"COCK, Jan Wellens de",St Christopher in a Panoramic Landscape,"Oil on canvas, 56 x 93 cm",-,religious,Flemish,1501-1550
09182-cristop.jpg,"In the foreground, the landscape is dominated by earth-coloured tones.","COCK, Jan Wellens de",St Christopher in a Panoramic Landscape,"Oil on canvas, 56 x 93 cm",-,religious,Flemish,1501-1550
09182-cristop.jpg,"However, the greens in the intermediary planes lead the viewer's gaze to the luminous bluish background with silvery highlights.","COCK, Jan Wellens de",St Christopher in a Panoramic Landscape,"Oil on canvas, 56 x 93 cm",-,religious,Flemish,1501-1550
09182-cristop.jpg,This panoramic landscape was inspired by Patenier.,"COCK, Jan Wellens de",St Christopher in a Panoramic Landscape,"Oil on canvas, 56 x 93 cm",-,religious,Flemish,1501-1550
09188-nativit.jpg,The spatial construction and architecture in this painting recalls a number of other works by Codazzi,"CODAZZI, Viviano",The Nativity in an Ancient Ruin,"Oil on copper, 27 x 19 cm",c. 1660,religious,Italian,1601-1650
09241-dominic.jpg,"THe picture was painted for the church of the Convent of the Rosary in Madrid, along with Saint Rose of Lima","COELLO, Claudio",St Dominic of Guzman,"Oil on canvas, 240 x 160 cm",1685,religious,Spanish,1651-1700
09251-opening.jpg,"The painting depicts the ceremonial opening of the Parliament of Mechelen under Charles the Bold, Duke of Burgundy, in the Aldermen's Building (Schepenhuis) in Mechelen on January 3, 1474.","COESSAET, Jan",Opening Session of the Parliament of Burgundy,"Oil on oak panel, 149 x 476 cm",1587,historical,Flemish,1551-1600
09263-virgin_c.jpg,"This panel, showing the influence of the Sienese school, depicts the Virgin and Child enthroned, flanked by St Catherine of Alexandria, St Veronica, St Mustiola and St Lucy.",COLA DI PETRUCCIOLI,Virgin and Child Enthroned with Saints,"Tempera on poplar panel, gold ground with a shaped top, 64 x 32 cm",-,religious,Italian,1351-1400
09263-virgin_c.jpg,"The little-known St Mustiola was the patron saint of Chiusi, an Umbrian town only fifty kilometres from Orvieto and Perugia.",COLA DI PETRUCCIOLI,Virgin and Child Enthroned with Saints,"Tempera on poplar panel, gold ground with a shaped top, 64 x 32 cm",-,religious,Italian,1351-1400
09263-virgin_c.jpg,Her inclusion in the present work perhaps indicates that the panel was commissioned by a patron from Chiusi.The present work is a rare signed example by Cola.,COLA DI PETRUCCIOLI,Virgin and Child Enthroned with Saints,"Tempera on poplar panel, gold ground with a shaped top, 64 x 32 cm",-,religious,Italian,1351-1400
09263-virgin_c.jpg,"He signs his name COLA DE URBIUETERI, 'Urbiueteri' being the Latin name for the town of Orvieto, providing us with primary evidence of Cola's origin",COLA DI PETRUCCIOLI,Virgin and Child Enthroned with Saints,"Tempera on poplar panel, gold ground with a shaped top, 64 x 32 cm",-,religious,Italian,1351-1400
09294-vanitas0.jpg,Collier was clearly a colourful character and was married three times in the space of eleven years between 1670 and 1681.,"COLLIER, Edwart",Vanitas Still-Life,"Oil on canvas, 98 x 130 cm",1662,still-life,Dutch,1651-1700
09294-vanitas0.jpg,"His eventful personal life renders his sombre obsession with the vanitas still-life, which he painted almost exclusively throughout his career, all the more fascinating","COLLIER, Edwart",Vanitas Still-Life,"Oil on canvas, 98 x 130 cm",1662,still-life,Dutch,1651-1700
09295-vanitas1.jpg,Inscribed and dated lower right: vanitas/vanitaum/et omnia/vanitas/1665,"COLLIER, Edwart",Vanitas Still-Life,"Oil on canvas, 104 x 109 cm",1665,still-life,Dutch,1651-1700
09330-sassuolx.jpg,"The picture shows the ceiling decoration in the Salone delle Guardie in the Palazzo Ducale in SassuoloThe Salone was transformed into a bombastic, theatrical glorification of the house of Este by the quadratura painters Angelo Michele Colonna and Agostino Mitelli.","COLONNA, Angelo Michele",Glorification of Este Patronage,Fresco,1649,mythological,Italian,1601-1650
09330-sassuolx.jpg,"Coats of arms, painted fabrics, trophies, and simulated statues against the walls serve as a prelude to the ceiling painting in which Apollo and the nine Muses celebrate the Este as patrons of the various arts, documented in inscriptions accompanying the goddesses","COLONNA, Angelo Michele",Glorification of Este Patronage,Fresco,1649,mythological,Italian,1601-1650
09339-kitchen.jpg,Andrea Commodi was an Italian painter of the early-Baroque period.,"COMMODI, Andrea",Young Woman in the Kitchen,Oil on canvas,-,genre,Italian,1601-1650
09339-kitchen.jpg,"Born in Florence, but mostly active in Rome, he was a pupil of the painter Cigoli.","COMMODI, Andrea",Young Woman in the Kitchen,Oil on canvas,-,genre,Italian,1601-1650
09339-kitchen.jpg,He painted frescoes in the sacristy of San Carlo ai Catinari and a Fall of the Angels now in the Galleria Palatina (Palazzo Pitti) in Florence.,"COMMODI, Andrea",Young Woman in the Kitchen,Oil on canvas,-,genre,Italian,1601-1650
09339-kitchen.jpg,One of his pupils was a juvenile Pietro da Cortona who moved to Rome and became one of the towering figures of the Italian Baroque.,"COMMODI, Andrea",Young Woman in the Kitchen,Oil on canvas,-,genre,Italian,1601-1650
09339-kitchen.jpg,Another pupil was Giovanni Battista Stefaneschi (1582-1659),"COMMODI, Andrea",Young Woman in the Kitchen,Oil on canvas,-,genre,Italian,1601-1650
09371-helmingt.jpg,Constable's rural realism belongs to the tradition of the composed landscape - created in the studio after studies in oil done from nature.,"CONSTABLE, John",Helmingham Dell,"Oil on canvas, 103 x 129 cm",-,landscape,English,1801-1850
09371-helmingt.jpg,Helmington Dell is the sketch of a motif repeated by the artist in two finished pictures,"CONSTABLE, John",Helmingham Dell,"Oil on canvas, 103 x 129 cm",-,landscape,English,1801-1850
09373-leaping.jpg,"For some of his large canvases Constable painted full-size oil sketches, The Leaping Horse being an example.","CONSTABLE, John",The Leaping Horse,"Oil on canvas, 142 x 187 cm",1825,landscape,English,1801-1850
09373-leaping.jpg,Here he has tried to freeze a sudden action - the leap of a barge horse over a cattle barrier on the Stour towpath.,"CONSTABLE, John",The Leaping Horse,"Oil on canvas, 142 x 187 cm",1825,landscape,English,1801-1850
09373-leaping.jpg,"But to the modern observer his own description of the picture, written shortly before it was ready for the 1825 Academy exhibition - 'calm &#38; exhilarating, fresh &#38; blowing' - applies more happily to the sketch; the greatest sufferer in the finished canvas is the sky, which has lost its bubbling clouds","CONSTABLE, John",The Leaping Horse,"Oil on canvas, 142 x 187 cm",1825,landscape,English,1801-1850
09493-portlady.jpg,"The sitter of this portrait, depicted half length, wearing black with white sleeves and a black bonnet, is said to be Marie de Batarnay, the wife of René de Batarnay, Count of Bouchage.",CORNEILLE DE LYON,Portrait of a Lady,"Oil on panel, 19 x 15 cm",c. 1560,portrait,French,1551-1600
09493-portlady.jpg,"However, compared with other existing portraits of this couple, this identification is doubtful",CORNEILLE DE LYON,Portrait of a Lady,"Oil on panel, 19 x 15 cm",c. 1560,portrait,French,1551-1600
09498-1wedding.jpg,The Haarlem government commissioned this painting to decorate a guesthouse for the Orange family and other dignitaries.,CORNELIS VAN HAARLEM,The Wedding of Peleus and Thetis,"Oil on canvas, 246 x 419 cm",1593,mythological,Dutch,1551-1600
09498-1wedding.jpg,The painting's reference to the beginnings of the Trojan War presented an impressive reminder that even trivial discord causes devastating wars.,CORNELIS VAN HAARLEM,The Wedding of Peleus and Thetis,"Oil on canvas, 246 x 419 cm",1593,mythological,Dutch,1551-1600
09498-1wedding.jpg,"This was a topical message in Haarlem, which had suffered debilitating defeat in a Spanish siege of 1573.",CORNELIS VAN HAARLEM,The Wedding of Peleus and Thetis,"Oil on canvas, 246 x 419 cm",1593,mythological,Dutch,1551-1600
09498-1wedding.jpg,"The work also showcased Haarlem's patronage of sophisticated international history painting.In this painting, depicting events leading up to the Trojan War, Cornelis van Haarlem represented the assembled gods as naked muscle-men and soft-skinned women, in endlessly varied poses.",CORNELIS VAN HAARLEM,The Wedding of Peleus and Thetis,"Oil on canvas, 246 x 419 cm",1593,mythological,Dutch,1551-1600
09498-1wedding.jpg,"Their idealized, heroic bodies befit their immortality and the ominous event they witness.",CORNELIS VAN HAARLEM,The Wedding of Peleus and Thetis,"Oil on canvas, 246 x 419 cm",1593,mythological,Dutch,1551-1600
09498-1wedding.jpg,These figures were clearly based on drawings after the nude which Cornelis could have made in the small academy in Haarlem.,CORNELIS VAN HAARLEM,The Wedding of Peleus and Thetis,"Oil on canvas, 246 x 419 cm",1593,mythological,Dutch,1551-1600
09498-1wedding.jpg,"His grand style would have reminded knowledgeable viewers of the history painting of the Italian Renaissance, specifically of Michelangelo and his followers, and of the praise for idealized nudity and difficult poses in sophisticated art theory",CORNELIS VAN HAARLEM,The Wedding of Peleus and Thetis,"Oil on canvas, 246 x 419 cm",1593,mythological,Dutch,1551-1600
09514-massacr.jpg,"When Jesus was born and King Herod heard that the infant was the King of the Jews, he ordered that all boy children in Bethlehem under two years of age should be put to death.",CORNELIS VAN HAARLEM,Massacre of the Innocents,"Oil on canvas, 245 x 358 cm",1590,religious,Dutch,1551-1600
09514-massacr.jpg,"Meanwhile, however, Mary and Joseph had fled to safety with their baby.",CORNELIS VAN HAARLEM,Massacre of the Innocents,"Oil on canvas, 245 x 358 cm",1590,religious,Dutch,1551-1600
09514-massacr.jpg,The senseless slaughter of the innocents is an example of ruthless tyranny.,CORNELIS VAN HAARLEM,Massacre of the Innocents,"Oil on canvas, 245 x 358 cm",1590,religious,Dutch,1551-1600
09514-massacr.jpg,"The painting was probably commissioned on behalf of Prince Maurits, whose task as commander-in-chief of the army was to rid the Netherlands of Spanish tyranny.A second version of this subject was made one year later for the city of Haarlem",CORNELIS VAN HAARLEM,Massacre of the Innocents,"Oil on canvas, 245 x 358 cm",1590,religious,Dutch,1551-1600
09528-port_man.jpg,The sitter of this portrait is Jan Gerritz.,"CORNELISZ VAN OOSTSANEN, Jacob",Portrait of a Man,"Oil on panel, 37 x 24 cm",c. 1518,portrait,Netherlandish,1501-1550
09528-port_man.jpg,"van Egmond van de Dijenborgh, elected Burgomaster of Alkmaar.","CORNELISZ VAN OOSTSANEN, Jacob",Portrait of a Man,"Oil on panel, 37 x 24 cm",c. 1518,portrait,Netherlandish,1501-1550
09528-port_man.jpg,"He is portrayed bust-length wearing a black fur-trimmed coat, holding a pomander, seen within an arched decorated embrasure, a landscape beyond.","CORNELISZ VAN OOSTSANEN, Jacob",Portrait of a Man,"Oil on panel, 37 x 24 cm",c. 1518,portrait,Netherlandish,1501-1550
09528-port_man.jpg,It was suggested that the architectural framework and roughly-painted distant landscape are the work of workshop assistants,"CORNELISZ VAN OOSTSANEN, Jacob",Portrait of a Man,"Oil on panel, 37 x 24 cm",c. 1518,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"Occasionally a painting contains extra information, about the scene itself, for example, or about the artist.","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,This self-portrait by the Amsterdam painter Jacob Cornelisz van Oostsanen tells us important facts about his life.,"CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"The note with the date 1533 and the house mark between an I and an A appear to announce that Iacobus Amstelodamensis, or Jacob of Amsterdam, painted this portrait of himself in 1533.","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"It is known from the archives that Jacob Cornelisz van Oostsanen, the person behind the name Jacob of Amsterdam, must have died before 18 October 1533, the date of a document stating that his wife was a widow.","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"That and the date on the Self-Portrait appear to be conclusive evidence that the artist did indeed die that year.However, it has been suggested that he was dead by 1532, when one of his houses was sold.","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,So 1533 or 1532 - it is not known for sure.,"CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"On top of that, there are doubts about when the Self-portrait was actually executed.","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"It is very close in style to the paintings that Jacob Cornelisz made around 1525, and he is not known to have made any more after 1526.","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"It is possible that the date was added later, in the year of his death, and that we are looking at a Van Oostsanen who is younger than he appeared in 1533.There is another panel in which the same man is seated before an easel, painting the portrait of an older woman.","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"It is by Dirck Jacobsz, the couple's son, who traced the head in the Rijksmuseum Self-Portrait and used it for the man by the easel.","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09530-selfport.jpg,"He then added his mother's likeness, creating an anachronistic scene: a portrait of his father as he probably looked before 1533, and one of his mother as she appeared around 1550","CORNELISZ VAN OOSTSANEN, Jacob",Self-Portrait,"Oil on panel, 38 x 30 cm",1533,portrait,Netherlandish,1501-1550
09537-lastjudg.jpg,In Munich in 1836 Cornelius received a major commission to decorate the altar wall of the Ludwigskirche with the fresco of the Last Judgment.,"CORNELIUS, Peter",The Last Judgment,Fresco,1836-39,religious,German,1801-1850
09537-lastjudg.jpg,"Basically it is oriented to Michelangelo's fresco in the Sistine Chapel, but is easily half as big again, so it is now the largest fresco in the world.","CORNELIUS, Peter",The Last Judgment,Fresco,1836-39,religious,German,1801-1850
09537-lastjudg.jpg,It proved fatal for Cornelius.,"CORNELIUS, Peter",The Last Judgment,Fresco,1836-39,religious,German,1801-1850
09537-lastjudg.jpg,The individual elements simply would not resolve into a unified composition.,"CORNELIUS, Peter",The Last Judgment,Fresco,1836-39,religious,German,1801-1850
09537-lastjudg.jpg,"Cornelius was overwhelmed with criticism as soon as the painting was finished, and there were acrimonious disputes with King Ludwig I of Bavaria.","CORNELIUS, Peter",The Last Judgment,Fresco,1836-39,religious,German,1801-1850
09543-nicolo1.jpg,"Corona was greatly influenced by Titian, Veronese, and Tintoretto.","CORONA, Leonardo",St Nicholas Aiding Shipwrecked Sailors in a Storm,Oil on canvas,-,religious,Italian,1551-1600
09543-nicolo1.jpg,"He experimented with chiaroscuro and the effects of light, with strongly Mannerist figures standing out against gloomy backgrounds.The present painting is on the ceiling of the church of San Nicol&#242; dei Mendicoli.","CORONA, Leonardo",St Nicholas Aiding Shipwrecked Sailors in a Storm,Oil on canvas,-,religious,Italian,1551-1600
09543-nicolo1.jpg,"The influence  of Veronese, in the upward looking perspective, blends with that of Tintoretto, revealed in the execution of the foreshortening","CORONA, Leonardo",St Nicholas Aiding Shipwrecked Sailors in a Storm,Oil on canvas,-,religious,Italian,1551-1600
09550-corot06.jpg,"From his second Italian journey in 1834 Corot brought back landscapes permeated by an astonishing luminosity, in particular those of Volterra and Venice.","COROT, Jean-Baptiste Camille","Volterra, the Citadel","Oil on canvas, 47 x 82 cm",1834,landscape,French,1801-1850
09550-corot06.jpg,These faithful sketches taken from nature were subsequently reworked in the studio or kept as mementos for later compositions executed from memory,"COROT, Jean-Baptiste Camille","Volterra, the Citadel","Oil on canvas, 47 x 82 cm",1834,landscape,French,1801-1850
09560-corot15.jpg,"It is assumed by some experts that this landscape, painted in a studio, represents the Lake Albano, near Rome in Italy","COROT, Jean-Baptiste Camille",Goat-herds,"Oil on canvas, 60 x 78 cm",1866,landscape,French,1801-1850
09562-corot152.jpg,"The austere yet in exhaustible range of silvery grey hues, together with the combination of a single mass of forest and lightly drawn tree, makes this painting characteristic of Corot's oeuvre.","COROT, Jean-Baptiste Camille",Peasant Woman Pasturing a Cow by the Edge of a Forest,"Oil on canvas, 48 x 35 cm",1865-70,landscape,French,1801-1850
09562-corot152.jpg,The figures in his late works appear to dissolve into nature.,"COROT, Jean-Baptiste Camille",Peasant Woman Pasturing a Cow by the Edge of a Forest,"Oil on canvas, 48 x 35 cm",1865-70,landscape,French,1801-1850
09562-corot152.jpg,"Here, the turn of the woman's body is presented so precisely that the entire landscape seems to be contained within her backward glance","COROT, Jean-Baptiste Camille",Peasant Woman Pasturing a Cow by the Edge of a Forest,"Oil on canvas, 48 x 35 cm",1865-70,landscape,French,1801-1850
09575-corot24.jpg,"Toward the end of his life Corot revived the theme of the painter's studio: a model posing, or a gathering of connoisseurs or artists.","COROT, Jean-Baptiste Camille",Corot's Studio,"Oil on canvas, 63 x 42 cm",c. 1873,other,French,1801-1850
09575-corot24.jpg,"In a few instances he depicted a young girl seated in front of one of his own pictures, contemplative, or lost in reverie","COROT, Jean-Baptiste Camille",Corot's Studio,"Oil on canvas, 63 x 42 cm",c. 1873,other,French,1801-1850
09577-corot26.jpg,"This painting from the late period of the artist was painted in northern France when he was a guest at the house of his friend, Robaut, not far from Arras","COROT, Jean-Baptiste Camille",Mill at Saint-Nicolas-les-Arras,"Oil on canvas, 65 x 81 cm",1874,landscape,French,1801-1850
09602-day.jpg,"The painting was probably cut down slightly on the sides and top, painted originally for a local church at the same time that he was working on the frescoes in the Cathedral.",CORREGGIO,Madonna and Child with Sts Jerome and Mary Magdalen (The Day),"Oil on panel, 235 x 141 cm",1525-28,religious,Italian,1501-1550
09602-day.jpg,"It can be considered as the companion of the Nativity (The Night) in Dresden.Considered his masterpiece among the altarpieces, the composition is built up as a remote variation of the pyramidal arrangements favoured by Leonardo, broken by the dominating verticality of St Jerome on the left.",CORREGGIO,Madonna and Child with Sts Jerome and Mary Magdalen (The Day),"Oil on panel, 235 x 141 cm",1525-28,religious,Italian,1501-1550
09602-day.jpg,The sacra conversazione is transformed into an informal and incidental narrative that takes place in a landscape.,CORREGGIO,Madonna and Child with Sts Jerome and Mary Magdalen (The Day),"Oil on panel, 235 x 141 cm",1525-28,religious,Italian,1501-1550
09602-day.jpg,"A makeshift red canopy has been constructed in the foreground, where his figures are massed on a compact, constricted plane.",CORREGGIO,Madonna and Child with Sts Jerome and Mary Magdalen (The Day),"Oil on panel, 235 x 141 cm",1525-28,religious,Italian,1501-1550
09602-day.jpg,"Their poses are particularly hard to reconstruct because they are either figures covered by draperies that effectively hide their structure, or are in intricate unnatural positions.",CORREGGIO,Madonna and Child with Sts Jerome and Mary Magdalen (The Day),"Oil on panel, 235 x 141 cm",1525-28,religious,Italian,1501-1550
09602-day.jpg,"As Correggio grew older, he began to take liberties with the conventions regarding the proportion of figures.",CORREGGIO,Madonna and Child with Sts Jerome and Mary Magdalen (The Day),"Oil on panel, 235 x 141 cm",1525-28,religious,Italian,1501-1550
09602-day.jpg,"Saint Jerome on the left, accompanied by his identifying lion, occupies almost the entire height of the painting, assuming a dominant role even in relation to the Madonna and Child.",CORREGGIO,Madonna and Child with Sts Jerome and Mary Magdalen (The Day),"Oil on panel, 235 x 141 cm",1525-28,religious,Italian,1501-1550
09602-day.jpg,"His thick, muscular right leg is strikingly long in comparison to his upper body and rather smallish head.The pictorial effects derive from a masterly application of the oil paint, confident and elegant colour, and idealized, refined faces",CORREGGIO,Madonna and Child with Sts Jerome and Mary Magdalen (The Day),"Oil on panel, 235 x 141 cm",1525-28,religious,Italian,1501-1550
09613-allegory.jpg,"The two allegories, Allegory of Virtues and Allegory of Vices, were painted to complete the decoration of Isabella d'Este's studiolo in the Palazzo Ducale of Mantua.",CORREGGIO,Allegory of Virtues,"Distemper, 142 x 86 cm",1525-30,mythological,Italian,1501-1550
