sentence_id,sentence_text,image_file,title,author,type,school,timeframe_start,timeframe_end
377,"In addition to the stories from the life of Mary, there are four frescoed standing figures of Franciscan saints in the corners of the longitudinal walls",03600-4view.jpg,View of the Oratory,Domenico BECCAFUMI,religious,Italian,1501,1550
378,"This panel is one of the surviving two predella paintings which belonged to the altarpiece commissioned for the church of San Niccol&#242; al Carmine, Siena.",03610-72rebel1.jpg,The Appearance of St Michael on the Castel Sant'Angelo,Domenico BECCAFUMI,religious,Italian,1501,1550
379,"The predella depicted scenes from the legend of St Michael.Most unusually, in these panels Beccafumi has abandoned the oil he used for the altarpiece for the old-fashioned, less flexible medium of tempera.",03610-72rebel1.jpg,The Appearance of St Michael on the Castel Sant'Angelo,Domenico BECCAFUMI,religious,Italian,1501,1550
380,It could be the influence of the newly discovered ancient Roman frescoes in the Baths of Titus which Beccafumi had seen in Rome,03610-72rebel1.jpg,The Appearance of St Michael on the Castel Sant'Angelo,Domenico BECCAFUMI,religious,Italian,1501,1550
381,"Late in his career, Beccafumi executed an important series of paintings for the venerable Cathedral of Pisa.",03615-7moses.jpg,Moses and the Golden Calf,Domenico BECCAFUMI,religious,Italian,1501,1550
382,"Moses and the Golden Calf is disturbing in its originality because the figures have become increasingly thin, diaphanous, and dependent upon silhouette and outline to achieve convincing form.",03615-7moses.jpg,Moses and the Golden Calf,Domenico BECCAFUMI,religious,Italian,1501,1550
383,Scale is unconventional and has little significance by normal usage.,03615-7moses.jpg,Moses and the Golden Calf,Domenico BECCAFUMI,religious,Italian,1501,1550
384,"Moses, holding the tablets, stands in a contorted pose and looks disapprovingly at the miniaturized golden calf nearby.",03615-7moses.jpg,Moses and the Golden Calf,Domenico BECCAFUMI,religious,Italian,1501,1550
385,The sharply foreshortened nude youth in the left foreground is difficult to interpret.,03615-7moses.jpg,Moses and the Golden Calf,Domenico BECCAFUMI,religious,Italian,1501,1550
386,"The painting portrays Mrs Simeon, standing in a landscape, with a dog by her side.",03628-simeon.jpg,Portrait of Mrs Simeon,Sir William BEECHEY,portrait,English,1751,1800
387,"Mrs Simeon, née Harriet Parry, was the daughter of Thomas Parry, a director of the East India Company between 1785-1816",03628-simeon.jpg,Portrait of Mrs Simeon,Sir William BEECHEY,portrait,English,1751,1800
388,"There are two other paintings (Kunsthalle, Hamburg and Museum, Leeuwarden) depicting the same Gothic village church and the funeral procession",03652-nieukoop.jpg,Village of Nieukoop in Winter with Child Funeral,Jan Abrahamsz. BEERSTRATEN,landscape,Dutch,1601,1650
389,"A young woman strums her lute in an expansive, stone interior.",03673-the_duet.jpg,The Duet,Cornelis BEGA,genre,Dutch,1651,1700
390,"A male accompanist, whose crude facial features contrast pointedly with the more delicate ones of his companion, sings and plays the violin beside her.",03673-the_duet.jpg,The Duet,Cornelis BEGA,genre,Dutch,1651,1700
391,His plain outfit differs from his friends elegant attire.,03673-the_duet.jpg,The Duet,Cornelis BEGA,genre,Dutch,1651,1700
392,"The lavish fabrics are complemented by the expensive instruments: in addition to the violin and lute, a bass violin rests against the bench in the foreground while a shawm, the ancestor of the oboe, lies just above it.",03673-the_duet.jpg,The Duet,Cornelis BEGA,genre,Dutch,1651,1700
393,Costly music books are also heaped beside the figures.,03673-the_duet.jpg,The Duet,Cornelis BEGA,genre,Dutch,1651,1700
394,"The murky, grayish-brown background of this ambiguous, lapidary setting also contains a large ewer and expansive curtain whose knots and folds echo the fabric encasing the lutenist.",03673-the_duet.jpg,The Duet,Cornelis BEGA,genre,Dutch,1651,1700
395,The emphasis here is upon luxury.,03673-the_duet.jpg,The Duet,Cornelis BEGA,genre,Dutch,1651,1700
396,This idyllic Italianate Landscape depicts a herdsman and his cattle resting near a tree.,03683-italland.jpg,Italianate Landscape,Abraham Jansz. BEGEYN,landscape,Dutch,1651,1700
397,Begeyn is noted mainly for his intricate views of villages and towns and for his southern seaports and Italianate landscapes,03683-italland.jpg,Italianate Landscape,Abraham Jansz. BEGEYN,landscape,Dutch,1651,1700
398,Barthel Beham was Dürer's most talented successor.,03686-ludwig10.jpg,Portrait of Duke Ludwig X of Bavaria,Barthel BEHAM,portrait,German,1501,1550
399,"His Portrait of Duke Ludwig X of Bavaria is distinguished by its exceptional quality: the fur and hair are executed with meticulous precision, as are the highlights on his forehead and the lines of his face.",03686-ludwig10.jpg,Portrait of Duke Ludwig X of Bavaria,Barthel BEHAM,portrait,German,1501,1550
400,Noteworthy is the depiction of Ludwig's left hand resting on a parapet: it reaches out of the picture frame towards the viewer,03686-ludwig10.jpg,Portrait of Duke Ludwig X of Bavaria,Barthel BEHAM,portrait,German,1501,1550
401,"Leonhard van Eck (1480-1550) was the chancellor to Duke Wilhelm IV of Bavaria, who was the patron of Barthel Beham.",03689-porteck1.jpg,Chancellor Leonhard van Eck,Barthel BEHAM,portrait,German,1501,1550
402,"He opposed the Reformation and supported the Wittelsbach cause against the Habsburg monarchs.The identification of the portrait is based on an engraving bearing the initials of Barthel Beham that also provides the name of the sitter, his age (47) and the date (1527).",03689-porteck1.jpg,Chancellor Leonhard van Eck,Barthel BEHAM,portrait,German,1501,1550
403,It is proposed that both the painting and the engraving are based on a now-lost drawing by the artist,03689-porteck1.jpg,Chancellor Leonhard van Eck,Barthel BEHAM,portrait,German,1501,1550
404,The picture shows the central panel of the triptych depicting the Virgin with the Child,03728-cellier.jpg,The Le Cellier Triptych,Jean BELLEGAMBE,religious,Flemish,1501,1550
405,"In this triptych the artist employed both late-Medieval and High Renaissance manners, the latter derived from secondhand sources such as Marcantonio Raimondi's reproductive prints",03729-lastjudg.jpg,The Last Judgment,Jean BELLEGAMBE,religious,Flemish,1501,1550
406,This canvas depicts the healing of Pietro dei Ludovici.,03746-miracl3.jpg,The Healing of Pietro dei Ludovici,Gentile BELLINI,religious,Italian,1451,1500
407,"The miracle, which occurred through contact with a processional candle which had touched the relic of the Holy Cross, takes place inside a chapel which is in large part occupied by an extremely elegant ciborium surmounted by the eagle symbol of St John the Evangelist.",03746-miracl3.jpg,The Healing of Pietro dei Ludovici,Gentile BELLINI,religious,Italian,1451,1500
408,"This detail and also the triptych on the altar which recalls the one painted by Bastiani in his canvas depicting the ""Donation of the Relic"", suggests that Gentile Bellini wished here to set the scene in the interior of the church of St John the Evangelist.",03746-miracl3.jpg,The Healing of Pietro dei Ludovici,Gentile BELLINI,religious,Italian,1451,1500
409,"Echoing his father Jacopo's interest in Renaissance ""umbratile"", Gentile Bellini concentrates on the detailed rendering of the complex play of architectural surfaces within which human figures play their part",03746-miracl3.jpg,The Healing of Pietro dei Ludovici,Gentile BELLINI,religious,Italian,1451,1500
410,"This grave, pensive Madonna is typical of Bellini's early half-length Madonnas.",03753-012madon.jpg,Madonna and Child,Giovanni BELLINI,religious,Italian,1451,1500
411,"Lifting her hands in prayer, Mary looks sadly down toward the sleeping Christ, whose slumber is meant to remind the observer of his death on the cross.",03753-012madon.jpg,Madonna and Child,Giovanni BELLINI,religious,Italian,1451,1500
412,Mary's face is suffused by light from below - sea light of Venice reflected from canals and palaces which Bellini used even for Madonnas set in landscapes,03753-012madon.jpg,Madonna and Child,Giovanni BELLINI,religious,Italian,1451,1500
413,"Of all the still youthful Madonnas by Bellini the masterpiece is the so called Greek Madonna of the Brera Gallery in Milan, which entered the Museum in 1808 following the Napoleonic repression.",03766-031madon.jpg,Madonna with the Child (Greek Madonna),Giovanni BELLINI,religious,Italian,1451,1500
414,It was originally in the Ducal Palace in Venice.,03766-031madon.jpg,Madonna with the Child (Greek Madonna),Giovanni BELLINI,religious,Italian,1451,1500
415,"According to some sources the figures were originally set against a gold background, on which the words ""Mother of God"" and ""Christ"" were written in Greek (hence the name of the painting).",03766-031madon.jpg,Madonna with the Child (Greek Madonna),Giovanni BELLINI,religious,Italian,1451,1500
416,"Obviously, a background of this type would have made it archaic and ""archaizing"", considerably accentuating the Byzantine appearance of the panel, a veritable Marian icon.",03766-031madon.jpg,Madonna with the Child (Greek Madonna),Giovanni BELLINI,religious,Italian,1451,1500
417,"The 1986 restoration has established that the still remaining traces of gold beside the Greek letters were a 16th-century addition, while Bellini had originally conceived the sky as it appears now: blue and almost entirely covered by a small curtain held up by a cord.",03766-031madon.jpg,Madonna with the Child (Greek Madonna),Giovanni BELLINI,religious,Italian,1451,1500
418,"Over the traditional preparatory ground (gypsum and animal glue) he had sketched out the preliminary drawing, marking in with extreme precision even the chiaroscuro with subtle and highly regular criss-cross strokes which can be seen in infra-red photography.",03766-031madon.jpg,Madonna with the Child (Greek Madonna),Giovanni BELLINI,religious,Italian,1451,1500
419,"This technique used by Bellini must have been famous if Paolo Pino in his Dialogo di pittura (1548) writes that ""drawing the painting with such extreme diligence, composing it with chiaro and scuro as Giovanni Bellino was wont to do"" was to be discouraged ""for it is work thrown away since everything must be covered with the colours"".This type of drawing shows similarities with the rigorous Flemish constructive technique, though under closer scrutiny it appears to be aimed at a search for a much more solid and volumetrically constructed plastic quality.",03766-031madon.jpg,Madonna with the Child (Greek Madonna),Giovanni BELLINI,religious,Italian,1451,1500
420,"The delicate imperturbability of the Madonna, which would always remain a distinctive feature of Bellini's Virgins, shows not only its aforementioned Byzantine-iconic roots, but also how much the artist's culture owes to this heritage",03766-031madon.jpg,Madonna with the Child (Greek Madonna),Giovanni BELLINI,religious,Italian,1451,1500
421,It was assumed by Berenson that this Madonna is a posthumous portrait of the artist's sister.,03767-034madon.jpg,Madonna with the Child,Giovanni BELLINI,religious,Italian,1451,1500
422,The sky was completely repainted,03767-034madon.jpg,Madonna with the Child,Giovanni BELLINI,religious,Italian,1451,1500
423,"The polyptich of St. Vincent Ferrer, executed for the altar dedicated to the saint in the Venetian basilica of St. John and St. Paul, is Bellini's first public assignment.",03777-057ferr1.jpg,Polyptych of San Vincenzo Ferreri,Giovanni BELLINI,religious,Italian,1451,1500
424,It comprises nine panels arranged in three parts: above the Piet&#224; with the Virgin and and the Angel of the Annunciation at the side;  in the centre the titular saint with St. Christopher and St. Sebastian at the sides; in the predella five miracles of the saint.,03777-057ferr1.jpg,Polyptych of San Vincenzo Ferreri,Giovanni BELLINI,religious,Italian,1451,1500
425,Formerly the painting was crowned by a lunette which is lost,03777-057ferr1.jpg,Polyptych of San Vincenzo Ferreri,Giovanni BELLINI,religious,Italian,1451,1500
426,"The painting, which has been in Bergamo since the 16th century, probably formed part of the dowry of the Carmelite nun Lucrezia Agliardi Vertova, abbess of the Sant'Anna monastery at Albino.On the parapet in front of the Virgin, a detail present in many other similar compositions, there is a fruit.",03825-112madon.jpg,Madonna and Child,Giovanni BELLINI,religious,Italian,1451,1500
427,"Like the walled and many-towered city on the right, and the inlet on the left, it is a symbol referring to the Virgin, according to the attributes assigned to her by hymns, analects and lauds ever since the Middle Ages.",03825-112madon.jpg,Madonna and Child,Giovanni BELLINI,religious,Italian,1451,1500
428,"The mother and child are linked, more than by the tender embracing gesture, by the rapt, reflective gaze with which the Madonna engulf her son.",03825-112madon.jpg,Madonna and Child,Giovanni BELLINI,religious,Italian,1451,1500
429,"The painting is the prototype from which various similar compositions derive, such as the Madonna and Red Angels of the Accademia in Venice, with the child seated on the Virgin's left knee",03825-112madon.jpg,Madonna and Child,Giovanni BELLINI,religious,Italian,1451,1500
430,The painting is one of a series of portraits executed by Bellini around 1500.,03874-159portr.jpg,Portrait of a Young Man,Giovanni BELLINI,portrait,Italian,1451,1500
431,"The series culminated in the portrait of Doge Loredan (National Gallery, London)",03874-159portr.jpg,Portrait of a Young Man,Giovanni BELLINI,portrait,Italian,1451,1500
432,"This work, along with the Portrait of a Young Man conserved in the Galleria Capitolina, is recorded in the Inventories of 1753 as a self portrait, and as such it continues to be regarded, even though this supposition lacks any scientific foundation.",03875-162portr.jpg,Portrait of a Young Man,Giovanni BELLINI,portrait,Italian,1451,1500
433,"The portrait is highly distinctive, the face having a mellow, moulded quality accentuated by its halo of soft curls and the round clouds which fill the sky in the background",03875-162portr.jpg,Portrait of a Young Man,Giovanni BELLINI,portrait,Italian,1451,1500
434,"One of the ""Sacra conversazione"" compositions of the artist, signed and dated as ""IOANNES BELLINVS / M.D.VII."".",03898-187madon.jpg,Madonna and Child with Four Saints and Donator,Giovanni BELLINI,religious,Italian,1451,1500
435,"The four saints are John the Baptist and Francis at the left, Jerome and Sebastian at the right.",03898-187madon.jpg,Madonna and Child with Four Saints and Donator,Giovanni BELLINI,religious,Italian,1451,1500
436,"The painting probably belonged to the altarpiece Chist Crowned with Thorns (now in Stockholm) which was donated to Louis XII, King of France",03898-187madon.jpg,Madonna and Child with Four Saints and Donator,Giovanni BELLINI,religious,Italian,1451,1500
437,The Feast of the Gods was Giovanni Bellini's last great  painting and one of only a few that he executed on canvas.,03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
438,"It was the first in a series of mythologies or bacchanals commissioned by Duke Alfonso d'Este to decorate the camerino d'alabastro, or alabaster study, of his castle in Ferrara.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
439,"The artist, whose career began in the 1450s, was trained to paint on wooden panels, which require a very meticulous application of pigment.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
440,"When he worked on canvas late in his career, Bellini retained his tight, precise brushwork.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
441,"The flesh tones, iridescent silks, and even the foreground pebbles here demonstrate his delicate touch.According to the current interpretations, the scene illustrates a passage from Ovid's Fasti (The Feasts), a long classical poem that recounts the origins of many  ancient Roman rites and festivals.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
442,Ovid (43 B.C.,03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
443,"- A.D. 17), describing a banquet given by the god of wine, mentioned an incident that embarrassed Priapus, god of  virility.The beautiful nymph Lotis, shown reclining at the far right, was lulled to sleep by wine.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
444,"Priapus, overcome by lust, seized the opportunity to take advantage of her and is portrayed bending forward to lift her skirt.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
445,"His attempt was foiled when an ass, seen at the left, ""with raucous braying, gave out an ill-timed roar.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
446,"Awakened, the startled nymph pushed Priapus away, and the god was laughed at by all.""",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
447,"Priapus, his pride wounded, took revenge by demanding the annual sacrifice of a donkey.The ass stands next to Silenus, a woodland deity who used the beast to carry wood, thus wears a keg on his belt because he was a follower of Bacchus, god of wine.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
448,"Bacchus himself, seen as an infant, kneels before them while decanting wine into a crystal pitcher.Reading from left to right, the principal figures are:Silenus, a woodland god attended by his donkeyBacchus, the infant god of wine crowned with grape leavesFaunus or Silvanus, an old forest god wearing a wreath of pine needlesMercury, the messenger of the gods carrying his caduceus or herald's staffJupiter, the king of the gods accompanied by an eagleAn unidentified goddess holding a quince, a fruit associated in the ancient world with marriagePan, a satyr with a grape wreath who blows on his shepherd's pipesNeptune, the god of the sea sitting beside his trident harpoonCeres, the goddess of cereal grains with a wreath of wheatApollo, god of the sun and the arts, crowned by laurel and holding a Renaissance stringed musical instrument, the lira da braccio, in lieu of a classical lyrePriapus, the god of virility and of vineyards with a scythe, used to prune orchards, hanging from the tree above himLotis, one of the naiads, a nymph of fresh waters who represents chastity.These deities are waited upon by three naiads, nymphs of streams and brooks, and two satyrs, goat-footed inhabitants of the wilderness.",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
449,"On the distant mountain, which Titian added to Bellini's picture, two more satyrs cavort drunkenly and a hunting hound chases a stag",03914-207feas.jpg,The Feast of the Gods,Giovanni BELLINI,mythological,Italian,1451,1500
450,This panel once belonged to an altarpiece.,03933-saints_1.jpg,St John the Evangelist,Jacopo BELLINI,religious,Italian,1401,1450
451,"It is characteristic of Jacopo Bellini's early art, the figure still Gothic, its niche Renaissance",03933-saints_1.jpg,St John the Evangelist,Jacopo BELLINI,religious,Italian,1401,1450
452,Jacopo Bellini had more than one opportunity to observe St Bernardino (1380-1444) and hear him preach.,03935-stbernar.jpg,St Bernardino da Siena,Jacopo BELLINI,religious,Italian,1401,1450
453,His portrait gives us a close-up view of the saint who stands before a velvet cloth decorated with thistle leaves and Christ's monogram.,03935-stbernar.jpg,St Bernardino da Siena,Jacopo BELLINI,religious,Italian,1401,1450
454,"The saint's mouth is open, displaying three small teeth, and his eyes are directed downward toward a crucifix.",03935-stbernar.jpg,St Bernardino da Siena,Jacopo BELLINI,religious,Italian,1401,1450
455,"The saint is shown as a living, speaking presence, perhaps the first such portrait of the Renaissance.The Sienese preacher St Bernardino, a prominent figure in the reform branch of the Franciscan order known as the Observants, was widely portrayed.",03935-stbernar.jpg,St Bernardino da Siena,Jacopo BELLINI,religious,Italian,1401,1450
456,"In addition to a death mask, there are medals, standing and bust-length painted depictions, terracotta busts and statues, and engravings.",03935-stbernar.jpg,St Bernardino da Siena,Jacopo BELLINI,religious,Italian,1401,1450
457,"Following his canonization in 1450, he was shown repeatedly in altarpieces",03935-stbernar.jpg,St Bernardino da Siena,Jacopo BELLINI,religious,Italian,1401,1450
458,"Four triptychs can still be seen in the church of the Carit&#224;, for which they were painted, now incorporated into the Gallerie dell'Accademia.",03936-triptic1.jpg,Triptych of St Lawrence,Jacopo BELLINI,religious,Italian,1401,1450
459,"The triptychs are the Triptych of St Lawrence, the Triptych of the Virgin, the Triptych of St Sebastian, and the Triptych of the Nativity.",03936-triptic1.jpg,Triptych of St Lawrence,Jacopo BELLINI,religious,Italian,1401,1450
460,"They were commissioned from Giovanni Bellini but are the collective products of Jacopo Bellini's workshop.The panels of this triptych are: St Lawrence (central panel), St John the Baptist and St Anthony of Padua (side panels), Virgin and Child with Angels (lunette)",03936-triptic1.jpg,Triptych of St Lawrence,Jacopo BELLINI,religious,Italian,1401,1450
461,"A few years later, during his second stay in Saxony, Bellotto depicted the demolition of this Gothic church.",03972-bello200.jpg,The Kreuzkirche in Dresden,Bernardo BELLOTTO,landscape,Italian,1751,1800
462,"There exists an almost identical version in the Gem&#228;ldegalerie, Dresden.",03972-bello200.jpg,The Kreuzkirche in Dresden,Bernardo BELLOTTO,landscape,Italian,1751,1800
463,"A few years later, during his second stay in Saxony, Bellotto depicted the demolition of this Gothic church.",03973-bello201.jpg,The Kreuzkirche in Dresden,Bernardo BELLOTTO,landscape,Italian,1751,1800
464,"There exists an almost identical version in The Hermitage, St. Petersburg.",03973-bello201.jpg,The Kreuzkirche in Dresden,Bernardo BELLOTTO,landscape,Italian,1751,1800
465,This topographically correct view (and its companion piece Liechtenstein Garden Palace in Vienna Seen from the East) shows also Prince Joseph Wenzel standing in front of his suburban palace,03993-bello3023.jpg,Liechtenstein Garden Palace in Vienna Seen from the East,Bernardo BELLOTTO,landscape,Italian,1751,1800
466,"Combining flower painting with ancient sculpture - here, a relief showing an amorous couple - was a seventeenth-century subgenre in which Andrea Belvedere excelled.",04004-flowduck.jpg,Flowers and Ducks,Andrea BELVEDERE,still-life,Italian,1651,1700
467,This large work is one of his most famous,04004-flowduck.jpg,Flowers and Ducks,Andrea BELVEDERE,still-life,Italian,1651,1700
468,This polyptych originally was the altarpiece in the chapel of the Castello di Torrechiara (Emilia-Romagna).,04013-madonna.jpg,Madonna and Saints,Benedetto BEMBO,religious,Italian,1451,1500
469,"It is a signed and dated work by Benedetto Bembo, who, together with his brother Bonifazio Bembo, decorated the Golden Room of the Castello.The polyptych of the Venetian type, adorned with a richly carved frame, depicts the Madonna with Sts Anthony Abbot, Nicodemus, Catherine of Alexandria and Peter Martyr",04013-madonna.jpg,Madonna and Saints,Benedetto BEMBO,religious,Italian,1451,1500
470,"Bianca Maria was the natural daughter of Filippo Maria, last Visconti, Duke of Milan.",04016-psforza2.jpg,Portrait of Bianca Maria Sforza,Bonifazio BEMBO,portrait,Italian,1451,1500
471,"She married Francesco Sforza in 1432.By means of an extremely delicate laying on of the tempera, Bembo has built up the face in diaphanously transparent layers that are perhaps a trifle cold.",04016-psforza2.jpg,Portrait of Bianca Maria Sforza,Bonifazio BEMBO,portrait,Italian,1451,1500
472,The masses achieve a quality of relief that is contained by the refinement of the colour and the elegance of the descriptive details,04016-psforza2.jpg,Portrait of Bianca Maria Sforza,Bonifazio BEMBO,portrait,Italian,1451,1500
473,The great solemnity of historical paintings was especially apparent in the large pictures by Gyula Benczúr.,04023-1hunyadi.jpg,László Hunyadi's Farewell,Gyula BENCZÚR,historical,Hungarian,1851,1900
474,"His master, Piloty, concerned himself with stage-like scenes from the history of Europe, but Benczúr who great up in Kassa in the turmoil of the War of Independence, felt that it was more important to depict Hungarian history.",04023-1hunyadi.jpg,László Hunyadi's Farewell,Gyula BENCZÚR,historical,Hungarian,1851,1900
475,"This early work of his, ""László Hunyadi's Farewell"", alredy shows his particular talent for composition, human characterization and realistic rendering.",04023-1hunyadi.jpg,László Hunyadi's Farewell,Gyula BENCZÚR,historical,Hungarian,1851,1900
476,"There is deep sorrow on the face of László Hunyadi, the central figure, and one feels his tragic fate looming over the paintful farewell of his friends, Subdued light falls on the group and is reflected from the white walls that are painted with masterly realism.The great succes of this painting marked the beginning of Benczúr's sparkling artistic career.",04023-1hunyadi.jpg,László Hunyadi's Farewell,Gyula BENCZÚR,historical,Hungarian,1851,1900
477,He first exhibited it in Pest in 1867 and then in Paris with the works of eleven other Hungarian painters.,04023-1hunyadi.jpg,László Hunyadi's Farewell,Gyula BENCZÚR,historical,Hungarian,1851,1900
478,"In 1869, the Pest Picture Gallery Association bought it for the Hungarian National Museum.",04023-1hunyadi.jpg,László Hunyadi's Farewell,Gyula BENCZÚR,historical,Hungarian,1851,1900
479,"It became so popular that the weekly magazine ""Hazánk"" (Our Native Land) reproduced it as a colour supplement in the 1870s",04023-1hunyadi.jpg,László Hunyadi's Farewell,Gyula BENCZÚR,historical,Hungarian,1851,1900
480,"Benczúr started to paint ""The Recapture of Buda Castle in 1686"" in 1885; the composition was completed for the Millennial Celebrations in 1896.",04026-4buda.jpg,The Recapture of Buda Castle in 1686,Gyula BENCZÚR,historical,Hungarian,1851,1900
481,"This huge painting was the last such venture of Benczúr and of Hungarian Historical painting in general, since by the turn of the century this genre became out of date.",04026-4buda.jpg,The Recapture of Buda Castle in 1686,Gyula BENCZÚR,historical,Hungarian,1851,1900
482,The composition implies the historical necessity of the Austro-Hungarian Empire by emphasizing that Hungary was freed from Turkish suzerainty in 1686-1687 by the help of Karl of Lotharingia and Eugene of Savoy.,04026-4buda.jpg,The Recapture of Buda Castle in 1686,Gyula BENCZÚR,historical,Hungarian,1851,1900
483,"Benczúr groups the figures ingeniously; thus, in spite of the numerous characters, the presentation still remains fluent.",04026-4buda.jpg,The Recapture of Buda Castle in 1686,Gyula BENCZÚR,historical,Hungarian,1851,1900
484,"The careful studies of costumes, props and faces, and their realistic and colourful rendering, were required to establish the historical authenticity of the final work",04026-4buda.jpg,The Recapture of Buda Castle in 1686,Gyula BENCZÚR,historical,Hungarian,1851,1900
485,"The picture shows the choir vault and apse with illusionistic architecture and scenes from the life of the Virgin (Annunciation, Assumption).The most important setting for the fictive dissolution of ceilings and walls with painting intended to evoke and illustrate heavenly sphere was the church, with its choir tribunes, inner façades, vaults and cupolas.",04069-vastato.jpg,Choir vault and apse decoration,Giulio BENSO,religious,Italian,1601,1650
486,"The new type of the hall church evolved following the prototype of the Il Ges&#249; in Rome, and offered fresco painters an ideal space to work in.",04069-vastato.jpg,Choir vault and apse decoration,Giulio BENSO,religious,Italian,1601,1650
487,"The vaulted, single-aisle nave flanked by chapels, transepts flooded by light from the centre cupola, and a spacious choir made possible a sophisticated structuring of the pictorial program in conformity with the architecture.The painterly redecoration of the church of Santissima Annunziata del Vastato in Genoa following its modernization in the style of the Counter-Reformation began around 1625 with the vaults of the aisles.",04069-vastato.jpg,Choir vault and apse decoration,Giulio BENSO,religious,Italian,1601,1650
488,"The painting of the choir by Giulio Benso began in 1635, and there are staged the most important events of the life of the Virgin as a theatrical spectacle.",04069-vastato.jpg,Choir vault and apse decoration,Giulio BENSO,religious,Italian,1601,1650
489,"The Annunciation to the Virgin, central to the church's iconography, takes place in the vault, shifted to heavenly spheres with the help of quadratura.",04069-vastato.jpg,Choir vault and apse decoration,Giulio BENSO,religious,Italian,1601,1650
490,"The drama of the Annunciation - Mary receives the angel's message in an airy loggia, while God floats down in glory above her - is then outdone by the ecstasy of the choir calotte's Assumption.This theatrical staging is considered one of the most successful combinations, with respect to foreshortening of quadratura and figural painting with the actual architecture",04069-vastato.jpg,Choir vault and apse decoration,Giulio BENSO,religious,Italian,1601,1650
491,"Nicolaes Berchem, the son of a distinguished still-life painter, Pieter Claesz., was born in Haarlem.",04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
492,The town was a leading centre of landscape painting in the early seventeenth century and among Berchem's teachers was the landscapist Jan van Goyen.,04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
493,"Like many Dutch artists, Berchem travelled to Italy immediately after completing his apprenticeship.",04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
494,He was in Rome late in 1642 and remained there for three years.,04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
495,"While in Italy, Berchem made many drawings of the landscape of the Roman Campagna, its cattle and peasants.On his return to Haarlem Berchem quarried this rich material throughout a long and extremely productive career, painting (and etching) hundreds of Italianate pastoral scenes.",04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
496,"As is evident from this painting, he interpreted the Italian landscape and the life of its peasants in an idyllic manner, emphasizing its timeless continuity by the inclusion of antique monuments.",04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
497,"These buildings cannot be identified, as they are only loosely modelled on actual ruins.",04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
498,"Berchem uses a bright, highly-coloured palette and applies the paint in short, stabbing brush strokes.In seventeenth-century Holland there was a constant demand for exotic landscapes of this type and Berchem was a highly successful artist.",04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
499,"He moved to Amsterdam, which had a larger art market than Haarlem, in about 1677.",04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
500,His work was widely imitated and copied during his lifetime and his paintings enthusiastically sought after in France in the eighteenth century and in England in the nineteenth.,04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
501,"This painting, having been in the distinguished Amsterdam collection of Gerrit Braamcamp in the mid-eighteenth century, was bought in Paris by the Duc de Chabot in 1780 and in London in 1840 by Sir Robert Peel",04123-peasants.jpg,Peasants with Cattle by a Ruined Aqueduct,Nicolaes BERCHEM,landscape,Dutch,1651,1700
502,The interior of the Great Church or St Bavo is seen from the west.,04151-inte_bav.jpg,Interior of the St Bavo in Haarlem,Job Adriaensz BERCKHEYDE,interior,Dutch,1651,1700
